#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-06T05:36:03 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8abf0a9c6a	
#INFO	-out.max=99999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=99999
#-nav=cat:J/A+A/530/A138&tab:{J/A+A/530/A138/catalog}&key:source=J/A+A/530/A138&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/530/A138/catalog
#-order=I
#-out=HIP
#-out=Name
#H09=H09
#-out=logg
#-out=Teff
#-out=e_Teff
#-out=[Fe/H]
#-out=RAJ2000
#-out=DEJ2000
#
#RESOURCE=yCat_35300138
#Name: J/A+A/530/A138
#Title: Geneva-Copenhagen survey re-analysis (Casagrande+, 2011)
#Table	J_A_A_530_A138_catalog:
#Name: J/A+A/530/A138/catalog
#Title: *Stellar parameters
#Column	HIP	(I6)	? Hipparcos number (2) [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Name	(a12)	Other name (3)	[ucd=meta.id]
#Column	logg	(F5.2)	? Surface gravity (5)	[ucd=phys.gravity]
#Column	Teff	(F5)	? Effective temperature (6)	[ucd=phys.temperature.effective]
#Column	e_Teff	(F5)	? Teff error (7)	[ucd=stat.error;phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#HIP;Name;logg;Teff;e_Teff;[Fe/H];RAJ2000;DEJ2000
# ; ;[cm/s2];K;K;[Sun];"h:m:s";"d:m:s"
# Note: Values for Sun from Prsa et al. 2016, IAU defined values.
#------;------------;-----;-----;-----;-----;----------;---------
 65028;HD 115927   ; 2.38; 4566;  203;-2.00;13 19 47.2;+36 22 26
 65069;HD 115955   ; 3.82; 6179;   80; 0.17;13 20 15.7;+17 45 57
 64961;HD 115978   ; 3.74; 6444;   80; 0.00;13 18 54.7;+67 11 41
 65152;HD 115984   ; 3.94; 6757;  110; 0.23;13 21 05.6;-21 48 21
 65374;HD 116009   ; 3.75; 6735;   80; 0.07;13 23 52.7;-75 55 49
 65130;HD 116011   ; 3.39; 6232;   80;-0.11;13 20 48.4;+13 47 56
  8366;HD 11604    ; 3.90; 6948;   91;-0.10;01 47 46.4;-80 10 34
 65175;HD 116046   ; 3.91; 6581;   80; 0.26;13 21 23.6;-22 47 38
 65201;HD 116064   ; 4.25; 6040;   80;-1.85;13 21 43.7;-39 18 39
 65135;HD 116127   ; 4.12; 6534;   80;-0.09;13 20 51.0;+43 59 24
 65159;HD 116156   ; 3.57; 6235;   80; 0.14;13 21 10.8;+37 51 25
 65134;HD 116203   ; 3.78; 6727;   80;-0.08;13 20 50.7;+60 15 09
 65205;HD 116206   ;     ; 6763;     ;-0.36;13 21 48.6;+17 45 55
 65070;HD 116245   ; 4.26; 6511;   82;-0.04;13 20 15.9;+69 38 08
 65227;HD 116273   ; 4.13; 6399;   80;-0.12;13 22 02.9;+35 37 49
 65268;HD 116316   ; 4.31; 6372;   80;-0.57;13 22 34.1;+26 06 56
 65312;HD 116321   ; 4.08; 6555;   80; 0.35;13 23 09.8;-24 44 02
 65319;HD 116331   ; 4.21; 6353;   80; 0.00;13 23 15.5;-14 55 37
      ;HD 116378   ;     ; 6009;     ;-0.04;13 22 42.6;+35 56 10
 65386;HD 116385   ; 3.28; 6773;  197;-0.31;13 24 00.3;-41 54 11
 65423;HD 116402   ; 4.16; 5802;   86;-0.23;13 24 35.1;-55 57 24
 65352;HD 116442   ; 4.64; 5290;   80;-0.27;13 23 39.1;+02 43 23
 65355;HD 116443   ; 4.58; 5226;   80;-0.21;13 23 40.8;+02 43 30
 65479;HD 116457   ; 3.93; 6695;   80;-0.03;13 25 13.9;-64 29 06
      ;HD 116462   ;     ; 6804;  109;-0.20;13 23 56.4;-10 52 15
 65350;HD 116478   ; 3.75; 6400;   80; 0.18;13 23 37.4;+17 19 16
      ;HD 11648    ;     ; 5923;   80; 0.12;01 55 47.4;+55 34 32
 65399;HD 116532   ; 3.41; 6016;   80; 0.39;13 24 14.6;-02 06 26
 65406;HD 116543   ; 4.10; 6445;   80;-0.05;13 24 21.0;-00 18 57
 65420;HD 116568   ; 4.23; 6613;   80;-0.13;13 24 33.2;-05 09 50
 65472;HD 116614   ; 4.37; 5963;   80;-0.16;13 25 10.6;-31 11 55
 65517;HD 116650   ; 4.25; 5686;   95;-0.28;13 25 47.8;-48 14 57
 65521;HD 116671   ; 3.74; 5094;   80;-0.43;13 25 49.8;-44 50 50
  8938;HD 11671    ; 3.57; 6740;   80; 0.07;01 55 07.4;+28 47 52
 65535;HD 116713   ;     ; 4033;  125;     ;13 26 07.7;-39 45 18
 65549;HD 116715   ; 3.77; 4965;  730; 0.03;13 26 14.4;-46 02 52
 64901;HD 116736   ; 4.18; 6662;   80;-0.05;13 18 08.2;+83 53 56
 65539;HD 116743   ; 3.91; 6941;   80;-0.22;13 26 08.1;-32 32 50
      ;HD 116815   ;     ; 5412;   80; 0.18;13 27 27.9;-61 03 00
 65513;HD 116843   ; 4.06; 6338;   80; 0.07;13 25 44.1;+37 50 33
 65534;HD 116844   ; 3.63; 6307;   80; 0.32;13 26 07.3;+14 20 48
  8982;HD 11689    ; 3.63; 6495;   80;-0.05;01 55 45.9;+42 50 40
 65607;HD 116898   ;     ; 6259;     ;-0.13;13 27 07.8;-22 21 54
      ;HD 11690    ;     ; 6455;   80; 0.12;01 54 48.2;+03 23 37
 65679;HD 116906   ; 4.44; 6095;   80;-0.30;13 27 59.8;-58 06 10
 65515;HD 116956   ; 4.49; 5288;   80;-0.07;13 25 45.5;+56 58 13
 65589;HD 116959   ;     ; 5830;     ; 0.05;13 26 53.3;+14 22 21
      ;HD 116969   ;     ; 6263;   88; 0.28;13 27 51.5;-40 23 38
 65662;HD 116987   ; 4.06; 6365;   80;-0.06;13 27 44.9;-30 47 02
      ;HD 117      ;     ; 6576;  258;-0.21;00 05 57.0;-30 19 41
 65530;HD 117043   ; 4.35; 5555;   80; 0.16;13 25 59.8;+63 15 40
  9013;HD 11705    ; 3.52; 6803;  111;-0.07;01 56 02.1;+48 29 39
      ;HD 117071   ;     ; 5028;  104;-0.47;13 29 03.3;-56 38 25
 65561;HD 117087   ; 3.89; 6366;   80; 0.17;13 26 31.6;+61 52 02
      ;HD 117091   ;     ; 6383;   80;-0.25;13 28 34.9;-33 28 53
 65641;HD 117122   ; 4.42; 5720;   80;-0.04;13 27 27.6;+44 42 25
 65670;HD 117124   ; 3.64; 6507;   80; 0.13;13 27 55.2;+26 50 29
 65708;HD 117126   ; 4.20; 5861;   80; 0.04;13 28 18.7;-00 50 24
 65489;HD 117173   ;     ; 6896;     ; 0.02;13 25 20.8;+75 58 57
 65721;HD 117176   ;     ; 5540;     ; 0.01;13 28 25.8;+13 46 43
 65725;HD 117190   ; 4.59; 6079;  143;-0.07;13 28 26.6;+15 42 29
      ;HD 117195   ;     ; 5897;   80;-0.02;13 30 17.5;-62 20 47
 65603;HD 117200   ; 3.96; 6788;   80; 0.02;13 27 04.6;+64 44 07
 65613;HD 117201   ;     ; 6636;     ;-0.03;13 27 10.5;+64 43 10
 65645;HD 117202   ;     ; 6474;     ; 0.08;13 27 30.2;+56 01 21
 65819;HD 117220   ; 3.08; 4956;   80;-0.76;13 29 35.5;-37 33 35
      ;HD 117284   ;     ; 6227;   80; 0.02;13 29 06.6;+11 38 22
 65690;HD 117299   ; 3.68; 6937;   80;-0.09;13 28 05.4;+58 12 33
      ;HD 117302   ;     ; 6030;   80; 0.26;13 28 54.8;+30 33 37
 65781;HD 117318   ;     ; 6141;     ; 0.01;13 29 06.1;+22 10 57
 66121;HD 117360   ;     ; 6429;   80;-0.36;13 33 13.6;-77 34 09
 66121;HD 117360   ;     ; 4982;     ;-0.30;13 33 18.7;-77 34 24
 65754;HD 117361   ; 3.81; 6801;   80;-0.03;13 28 45.8;+50 43 06
 65768;HD 117377   ; 3.26; 6746;   80; 0.19;13 29 01.6;+47 50 49
      ;HD 117431   ;     ; 5188;   80; 0.14;13 31 57.9;-64 05 50
      ;HD 117450   ;     ; 6798;   80;-0.30;13 30 35.3;-09 33 55
 65882;HD 117497   ; 4.42; 6376;   80; 0.13;13 30 16.8;+28 34 04
      ;HD 117504   ;     ; 6036;   99; 0.12;13 31 00.4;-18 31 02
 65972;HD 117548   ; 3.63; 6827;   80;-0.05;13 31 34.3;-32 08 26
 66041;HD 117552   ; 3.52; 6125;   80; 0.14;13 32 20.6;-57 51 07
 65921;HD 117567   ;     ; 6543;     ; 0.00;13 30 52.2;+24 14 15
  9040;HD 11760    ; 4.01; 6270;   80; 0.02;01 56 28.3;+45 58 10
 66109;HD 117609   ; 3.67; 6158;   80; 0.12;13 33 06.3;-63 39 50
 65998;HD 117612   ; 4.18; 6590;   80; 0.05;13 31 51.5;-26 06 52
 65982;HD 117635   ; 4.22; 5236;   80;-0.42;13 31 39.9;-02 19 02
 66087;HD 117685   ; 3.43; 5457;  192;-0.08;13 32 49.4;-46 54 46
      ;HD 1177     ;     ; 5911;  106; 0.00;00 16 24.2;+65 57 15
 66164;HD 117705   ; 4.29; 5572;   80;-0.13;13 33 45.4;-63 52 59
 66055;HD 117715   ; 4.24; 5681;   80;-0.11;13 32 31.7;-26 39 27
 66101;HD 117736   ; 3.90; 6840;  110;-0.09;13 33 00.6;-39 58 20
 65971;HD 117845   ; 4.44; 5854;   80;-0.34;13 31 33.7;+58 57 10
 66230;HD 117854   ; 3.99; 5641;   80;-0.53;13 34 25.3;-59 30 44
 66115;HD 117860   ; 4.47; 5866;   80; 0.00;13 33 11.3;-08 26 36
 66053;HD 117875   ; 3.53; 6919;  128;-0.60;13 32 31.1;+39 17 28
 66416;HD 117910   ; 3.72; 6234;   80;-0.45;13 36 58.0;-76 30 30
 66285;HD 117945   ; 4.23; 6213;   80;-0.26;13 35 08.0;-58 21 59
 66333;HD 117960   ; 4.12; 6638;   80;-0.11;13 35 38.3;-65 09 07
 66090;HD 117963   ; 4.44; 6298;  101; 0.08;13 32 51.5;+49 08 24
 66229;HD 117987   ; 4.52; 4809;   80;-0.04;13 34 24.9;-27 30 23
 66149;HD 117998   ;     ; 6256;     ;-0.41;13 33 33.7;+29 44 16
 66179;HD 118000   ; 3.49; 5924;  260; 0.13;13 33 50.2;+17 25 30
 66216;HD 118008   ; 4.19; 6669;   80; 0.09;13 34 17.8;-11 32 14
 66135;HD 118020   ; 4.28; 6566;   80;-0.08;13 33 26.4;+39 56 01
      ;HD 118024   ;     ; 6255;     ; 0.15;13 34 17.7;-08 37 06
  8998;HD 11803    ; 4.25; 6141;   80; 0.02;01 55 53.8;+01 50 59
 66212;HD 118036   ; 4.62; 4849;  269; 0.05;13 34 16.2;-00 18 49
      ;HD 118039   ;     ; 6184;   80;-0.24;13 34 30.0;-13 26 05
 66276;HD 118043   ; 3.69; 5101;   80;-0.44;13 35 01.7;-42 36 57
 66273;HD 118072   ;     ; 5914;     ; 0.00;13 34 57.5;-29 55 23
 66252;HD 118100   ; 4.49; 4224;   80;     ;13 34 43.2;-08 20 31
 66225;HD 118114   ;     ; 6376;   80;-0.23;13 34 23.8;+26 16 34
 66225;HD 118114   ;     ; 6429;     ;-0.13;13 34 24.3;+26 16 37
 66244;HD 118157   ; 4.21; 5736;   80;-0.25;13 34 38.4;+28 50 09
 66248;HD 118158   ; 2.97; 6911;  108;-0.05;13 34 41.5;+20 38 46
 66319;HD 118186   ; 4.36; 6133;   80;-0.15;13 35 31.0;-16 55 26
 66257;HD 118216   ; 3.67; 6646;   80; 0.00;13 34 47.8;+37 10 56
 66261;HD 118243   ; 3.89; 5656;   92; 0.38;13 34 50.0;+42 41 34
 66290;HD 118244   ; 4.14; 6263;  103;-0.43;13 35 11.4;+22 29 58
 66305;HD 118245   ; 3.91; 6673;   80;-0.38;13 35 21.2;+14 53 32
 66410;HD 118258   ; 3.47; 5048;   80;-0.51;13 36 54.8;-56 09 24
 66438;HD 118261   ; 3.94; 6261;   80;-0.19;13 37 12.4;-61 41 30
 66394;HD 118318   ; 3.94; 6823;   80;-0.10;13 36 46.7;-32 24 12
 66195;HD 118328   ; 4.46; 5758;   80;-0.26;13 34 06.0;+67 46 07
  9035;HD 11833    ; 4.08; 6022;   80; 0.19;01 56 22.4;+08 30 33
 66817;HD 118345   ; 4.19; 5949;   80;-0.18;13 41 45.7;-80 34 33
 66426;HD 118351   ; 4.50; 5529;   83;-0.29;13 37 05.7;-36 30 46
 66423;HD 118411   ; 3.84; 6869;   84; 0.29;13 37 03.2;-16 26 49
 66557;HD 118452   ; 3.87; 5596;  125;-0.20;13 38 36.4;-59 50 32
 66469;HD 118464   ; 3.61; 6788;  121; 0.44;13 37 38.5;-32 21 34
 66486;HD 118465   ;     ; 5628;     ;-0.07;13 37 48.1;-35 03 53
 66618;HD 118475   ; 4.31; 5959;   80; 0.18;13 39 20.2;-67 40 14
  9087;HD 11849    ; 4.04; 6378;   80;-0.16;01 57 01.3;+31 01 21
 66530;HD 118598   ;     ; 5787;     ;-0.01;13 38 13.6;-23 41 20
 66563;HD 118646   ; 3.98; 6692;   80; 0.07;13 38 42.0;-29 33 39
 66681;HD 118666   ; 3.66; 6716;   80;-0.13;13 40 10.7;-64 34 35
 66693;HD 118734   ; 4.37; 5561;   80; 0.04;13 40 16.9;-60 15 58
 66514;HD 118742   ; 4.29; 5710;   86;-0.04;13 38 01.9;+39 10 41
      ;HD 118742   ;     ; 5084;     ; 0.07;13 37 57.2;+39 10 30
      ;HD 118779   ;     ; 5439;   80; 0.24;13 39 44.0;-37 11 27
 66388;HD 118807   ;     ; 6365;     ;-0.19;13 36 41.8;+69 46 36
 66794;HD 118821   ; 3.68; 6672;   80;-0.07;13 41 26.1;-67 52 54
      ;HD 118829   ;     ; 5971;  426;-0.06;13 40 14.4;-45 42 35
      ;HD 118829   ;     ; 6010;  392;-0.17;13 40 14.1;-45 42 59
  9126;HD 11886    ; 4.19; 6876;   80;-0.17;01 57 39.7;+36 46 13
 66640;HD 118889   ; 3.79; 6956;   80;-0.04;13 39 34.6;+10 44 46
      ;HD 118901   ;     ; 6237;     ;-0.24;13 40 49.3;-47 35 37
      ;HD 118901   ;     ; 6052;     ;-0.17;13 40 50.3;-47 35 54
 66814;HD 118924   ; 4.61; 5276;   80;-0.57;13 41 42.3;-62 10 26
      ;HD 118961   ;     ; 6375;  146;-0.11;13 41 14.7;-44 39 00
 66765;HD 118972   ; 4.57; 5192;   80;-0.15;13 41 04.1;-34 27 50
 66708;HD 118981   ; 4.23; 6048;   80;-0.08;13 40 26.9;+02 09 06
 66941;HD 119022   ; 3.48; 5421;   80;-0.20;13 43 08.6;-69 07 39
 66740;HD 119058   ; 4.15; 6271;   80; 0.15;13 40 45.9;+14 08 07
 66818;HD 119101   ; 4.05; 5633;   80;-0.01;13 41 43.8;-29 15 26
 66704;HD 119124   ;     ; 6149;     ;-0.18;13 40 23.2;+50 31 09
 66837;HD 119152   ; 4.26; 6955;   80;-0.13;13 41 52.7;-18 59 05
 66831;HD 119183   ; 3.91; 6388;   80; 0.10;13 41 48.0;-07 33 22
 66874;HD 119191   ; 4.17; 6636;   80;-0.03;13 42 20.7;-33 58 49
      ;HD 119241   ;     ; 5183;   80;-0.22;13 43 34.5;-58 32 31
      ;HD 119251   ;     ; 6113;   80; 0.19;13 42 58.4;-42 10 55
  9172;HD 11926    ; 4.55; 5783;   80; 0.02;01 58 04.5;+41 23 09
 66841;HD 119260   ; 4.12; 6239;  145; 0.19;13 41 55.8;+14 07 05
 67197;HD 119388   ; 4.11; 6292;   80;-0.37;13 46 14.6;-73 54 44
 66890;HD 119391   ; 3.62; 6491;   80;-0.12;13 42 28.0;+28 12 08
  9544;HD 11940    ; 4.16; 6760;   80;-0.45;02 02 39.6;+78 54 40
 66915;HD 119411   ; 4.14; 5648;   80; 0.19;13 42 48.9;+20 27 53
 67009;HD 119416   ; 4.21; 5954;   80;-0.14;13 43 57.3;-41 20 56
  8957;HD 11944    ; 4.32; 6661;   80;-0.21;01 55 19.9;-60 18 44
 67351;HD 119560   ; 3.68; 6266;   80; 0.02;13 48 14.4;-77 39 12
      ;HD 119630   ;     ; 5593;   80;-0.10;13 45 24.3;-48 56 44
 67121;HD 119655   ; 4.32; 5662;   80;-0.02;13 45 22.9;-42 33 41
  9199;HD 11970    ; 3.49; 5129;   80;-0.20;01 58 24.3;+40 54 49
      ;HD 119722   ;     ; 6274;   80;-0.18;13 45 29.6;-30 26 19
 67062;HD 119731   ; 2.99; 6935;   80;-0.13;13 44 33.9;+23 40 06
 67140;HD 119753   ;     ; 6855;     ; 0.17;13 45 34.9;-27 51 15
 67153;HD 119756   ; 4.10; 6778;   80;-0.05;13 45 41.2;-33 02 37
 66988;HD 119799   ; 3.85; 6356;   80;-0.07;13 43 42.0;+59 49 27
      ;HD 119823   ;     ; 6602;     ; 0.01;13 45 06.8;+18 22 04
 67115;HD 119825   ; 4.18; 6060;   80; 0.24;13 45 20.8;+09 03 27
 67136;HD 119843   ;     ; 6225;     ; 0.20;13 45 32.1;+03 30 29
 67169;HD 119852   ; 4.05; 6299;   92;-0.04;13 45 52.3;-11 13 15
 67203;HD 119856   ; 4.42; 5893;   80;-0.20;13 46 17.6;-30 28 28
 67186;HD 119931   ;     ; 6042;     ;-0.04;13 46 06.7;+05 06 55
 67198;HD 119965   ; 4.03; 6206;  161; 0.03;13 46 14.5;+14 26 45
 67103;HD 119992   ; 4.26; 6315;   80;-0.15;13 45 13.2;+55 52 45
 67183;HD 119993   ; 3.99; 6618;   80; 0.01;13 46 05.7;+34 03 36
 67367;HD 120001   ; 4.48; 5114;   80;-0.02;13 48 26.8;-60 27 51
 67195;HD 120005   ; 4.10; 6273;   97; 0.08;13 46 13.7;+30 53 49
      ;HD 120009   ;     ; 6389;   80; 0.13;13 46 38.3;+12 39 19
 67046;HD 120032   ; 3.96; 6501;   80; 0.13;13 44 25.2;+69 13 11
 67239;HD 120064   ; 3.47; 6299;  176; 0.35;13 46 43.3;+25 42 08
 67246;HD 120066   ;     ; 5836;     ; 0.07;13 46 57.1;+06 21 01
 67401;HD 120129   ; 4.30; 6115;   91; 0.13;13 48 48.3;-52 49 47
 67275;HD 120136   ; 3.83; 6424;   80; 0.17;13 47 15.7;+17 27 24
 67813;HD 120160   ; 3.81; 6818;  125;-0.09;13 53 30.8;-80 16 22
 67333;HD 120186   ; 3.96; 6022;   80;-0.06;13 48 01.9;-08 01 29
 67408;HD 120237   ; 4.34; 6088;   80;-0.12;13 48 55.0;-35 42 15
 67438;HD 120272   ; 4.19; 6757;  154;-0.12;13 49 16.4;-40 30 59
 67468;HD 120275   ; 4.46; 6402;   92;-0.31;13 49 34.3;-47 22 09
 67379;HD 120317   ; 4.12; 6859;   80;-0.29;13 48 34.6;+07 57 36
 67458;HD 120368   ; 4.28; 5494;   80;-0.35;13 49 27.1;-26 20 59
  9141;HD 12039    ; 4.46; 5691;   80;-0.20;01 57 48.9;-21 54 05
  9085;HD 12042    ; 4.32; 6347;  120;-0.36;01 56 59.9;-51 45 58
 67487;HD 120467   ; 4.49; 4533;  235;     ;13 49 44.8;-22 06 39
 67470;HD 120510   ; 3.99; 6419;   80; 0.06;13 49 36.0;+13 00 37
 67555;HD 120544   ; 3.55; 6293;  136; 0.24;13 50 34.5;-19 53 52
 67568;HD 120557   ; 3.63; 5434;   80;-0.55;13 50 45.5;-28 18 43
 67655;HD 120559   ; 4.64; 5508;   80;-0.91;13 51 40.4;-57 26 08
      ;HD 120581   ;     ; 5068;  122;-0.76;13 49 14.9;+49 24 09
 67639;HD 120592   ; 3.83; 5729;  671;-0.22;13 51 32.3;-48 17 35
 67645;HD 120593   ; 3.91; 6189;   80;-0.39;13 51 34.6;-48 17 55
      ;HD 120609   ;     ; 5146;   80;-0.11;13 51 17.7;-39 28 18
 67648;HD 120672   ; 3.90; 6394;   94; 0.09;13 51 36.4;-36 25 59
 67699;HD 120675   ;     ; 6682;  519; 0.37;13 52 02.1;-47 52 18
  9148;HD 12068    ; 3.91; 5638;   80;-0.03;01 57 53.3;-28 50 46
 67620;HD 120690   ; 4.40; 5569;   89;-0.08;13 51 20.3;-24 23 25
 67529;HD 120702   ; 3.87; 6743;   80;-0.08;13 50 08.1;+42 33 26
      ;HD 12074    ;     ; 6048;   80; 0.18;01 59 28.6;+41 13 43
 67986;HD 120744   ; 4.55; 5010;   95;-0.13;13 55 20.8;-76 16 14
 67696;HD 120759   ; 3.94; 6492;   80; 0.11;13 52 00.9;-31 37 09
 67755;HD 120764   ; 3.93; 6565;   80; 0.07;13 52 49.7;-54 34 45
 67712;HD 120778   ; 4.07; 6560;  133;-0.04;13 52 17.5;-38 37 16
      ;HD 120779   ;     ; 5969;   95;-0.33;13 52 21.9;-40 23 22
 67742;HD 120780   ;     ; 5059;     ;-0.31;13 52 35.8;-50 55 18
 67791;HD 120797   ; 3.80; 6184;  111;-0.24;13 53 15.7;-56 41 54
 67708;HD 120850   ; 3.37; 6808;  170;-0.41;13 52 15.4;-14 40 35
 67673;HD 120865   ; 4.19; 6696;   80; 0.06;13 51 50.9;+11 56 13
 67447;HD 120931   ; 3.69; 6666;   97;-0.18;13 49 20.9;+72 06 02
 67777;HD 120954   ; 3.83; 5971;   80; 0.04;13 53 07.0;-23 30 47
 67819;HD 120987   ; 4.02; 6588;   80;-0.10;13 53 32.7;-35 39 51
 67784;HD 120999   ; 4.09; 6312;   80;-0.18;13 53 11.7;-15 59 53
 67863;HD 121004   ; 4.49; 5911;   80;-0.71;13 53 58.1;-46 32 19
 67739;HD 121029   ; 3.75; 6447;   80; 0.15;13 52 34.3;+23 33 47
 67785;HD 121032   ; 3.59; 6376;  180; 0.30;13 53 12.1;-03 32 31
  9114;HD 12108    ; 3.81; 6266;  101; 0.06;01 57 29.3;-52 12 01
      ;HD 121092   ;     ; 6916;  167; 0.34;13 54 38.8;-50 41 30
 67825;HD 121111   ; 3.91; 6109;   80; 0.03;13 53 38.1;-06 11 16
 67850;HD 121136   ; 3.75; 6793;  117;-0.13;13 53 51.6;-14 39 50
      ;HD 121143   ;     ; 5607;   80;-0.05;13 55 21.0;-58 38 02
 67609;HD 121163   ; 3.88; 6272;   80; 0.00;13 51 12.8;+68 19 34
 67918;HD 121187   ; 4.18; 6704;   80; 0.03;13 54 38.3;-34 35 51
 67860;HD 121215   ; 3.87; 6914;   80;-0.07;13 53 56.7;+10 08 19
  9286;HD 12124    ; 4.14; 5948;   80; 0.14;01 59 20.5;+14 37 32
 68071;HD 121253   ; 3.76; 6329;   80; 0.02;13 56 14.3;-61 12 59
 67945;HD 121270   ; 4.17; 6484;   95; 0.06;13 54 51.0;-21 30 24
 68000;HD 121274   ; 4.14; 6088;   84; 0.14;13 55 31.8;-44 35 10
 67931;HD 121284   ; 3.21; 6043;  111; 0.09;13 54 42.5;-04 27 28
 67871;HD 121298   ; 4.43; 5968;   90;-0.50;13 54 05.1;+32 49 35
  9342;HD 12132    ; 3.63; 6673;   80;-0.09;01 59 57.2;+36 43 50
 67953;HD 121325   ;     ; 6255;     ;-0.01;13 54 58.2;-08 03 31
 67927;HD 121370   ; 3.79; 6141;   80; 0.43;13 54 41.0;+18 23 51
 67939;HD 121372   ; 3.98; 5747;   80;-0.35;13 54 48.3;+05 55 36
 68101;HD 121384   ; 3.68; 5284;   80;-0.39;13 56 32.9;-54 42 16
 67857;HD 121388   ; 4.15; 6792;  125;-0.04;13 53 55.8;+47 52 21
 68001;HD 121444   ; 3.96; 6889;   80;-0.05;13 55 32.1;-09 31 25
 68073;HD 121452   ; 3.82; 6667;   80;-0.21;13 56 15.4;-38 39 46
 68170;HD 121454   ;     ; 5347;     ; 0.07;13 57 21.3;-62 29 20
 68616;HD 121456   ; 4.09; 5956;  161;-0.03;14 02 46.7;-81 51 01
 68162;HD 121504   ; 4.34; 6083;   80; 0.09;13 57 17.2;-56 02 24
 67998;HD 121512   ; 4.24; 6153;   99;-0.02;13 55 30.4;+15 10 33
      ;HD 121533   ;     ; 5782;   80;-0.34;13 55 48.3;+12 26 19
 68040;HD 121534   ; 3.74; 5974;   80;-0.01;13 55 53.8;+07 28 58
      ;HD 121537   ;     ; 6443;   80; 0.13;13 56 06.5;-04 36 57
  9249;HD 12155    ; 4.01; 6268;   91;-0.15;01 58 54.5;-21 07 57
  9209;HD 12157    ;     ; 6942;     ;-0.15;01 58 28.0;-41 10 12
 68133;HD 121579   ; 3.89; 6532;   80; 0.23;13 56 52.7;-27 39 42
 68081;HD 121605   ;     ; 6390;     ;-0.13;13 56 20.5;+05 17 22
 68064;HD 121648   ; 3.74; 6775;   80;-0.07;13 56 09.5;+25 55 07
 68176;HD 121672   ; 3.26; 5051;  110;-0.34;13 57 26.0;-28 46 12
 68065;HD 121682   ; 3.91; 6782;   80; 0.14;13 56 10.4;+32 01 57
 68186;HD 121688   ;     ; 4252;   80;     ;13 57 33.9;-31 39 10
 68277;HD 121704   ; 4.55; 5045;  133;-0.56;13 58 39.7;-56 38 46
      ;HD 121706   ;     ; 4833;   80; 0.27;13 58 51.1;-60 00 08
  9258;HD 12180    ; 3.78; 6659;   80; 0.15;01 59 00.7;-22 55 11
 68022;HD 121824   ; 3.87; 6490;   80;-0.41;13 55 45.5;+63 08 59
 68310;HD 121895   ; 4.32; 6263;   80;-0.19;13 59 00.3;-30 09 36
 68329;HD 121912   ; 4.07; 6887;   80;-0.04;13 59 15.1;-40 07 27
 68455;HD 121932   ; 3.68; 6860;   80;-0.15;14 00 52.4;-66 16 08
 68085;HD 121953   ; 4.02; 5638;   80;-0.15;13 56 25.2;+65 21 02
 68343;HD 121961   ; 3.87; 6859;  135;-0.35;13 59 22.6;-31 44 37
 68142;HD 122020   ; 3.55; 6265;   80; 0.24;13 57 03.8;+62 47 32
 68390;HD 122066   ; 3.82; 6558;   80; 0.26;14 00 00.1;-25 00 37
  9401;HD 12210    ; 3.77; 6290;   80;-0.20;02 00 47.6;+39 37 31
 68380;HD 122106   ; 3.74; 6422;   80; 0.26;13 59 49.2;-03 32 59
 68271;HD 122149   ; 3.79; 5978;   80; 0.27;13 58 35.7;+53 34 44
 68392;HD 122169   ; 3.85; 6565;   84;-0.18;14 00 03.0;+04 16 23
 67959;HD 122189   ; 3.81; 6585;   80;-0.13;13 55 02.3;+78 23 59
 68565;HD 122232   ; 4.37; 6422;   80;-0.47;14 02 10.8;-56 08 45
 68507;HD 122245   ; 4.29; 6472;   80; 0.10;14 01 25.7;-31 37 14
 68458;HD 122255   ; 4.28; 6247;  112; 0.08;14 00 54.0;-06 44 46
 68575;HD 122277   ; 3.85; 6270;   80; 0.23;14 02 20.3;-52 33 11
  9727;HD 12230    ; 4.10; 6970;   80;-0.11;02 05 07.3;+77 16 52
 68368;HD 122300   ; 3.76; 6814;   80; 0.30;13 59 41.0;+52 09 29
 68779;HD 122341   ; 3.87; 5992;   80;-0.15;14 04 41.3;-72 04 10
  9353;HD 12235    ; 4.02; 6041;   80; 0.30;02 00 09.1;+03 05 49
 68506;HD 122367   ; 4.19; 6528;   80; 0.02;14 01 25.5;+04 06 53
  1336;HD 1224     ;     ; 6370;     ;-0.10;00 16 44.5;+36 29 29
 68784;HD 122419   ; 3.55; 6773;   80; 0.03;14 04 45.4;-69 52 19
 68587;HD 122445   ; 4.13; 5648;   80; 0.13;14 02 27.4;-24 39 53
